text,intent
yg murah alphard brp,tanya_harga
syarat kk apa aja,syarat_lepas_kunci
malam bot p dong,salam
mobil innova ada ga,tanya_mobil
cara nyicil pake cash ya,pembayaran
koleksi matic sisa apa,tanya_mobil
mobil di drop di bandara bs ga,lokasi_pool
cara nyewa mbl buat besok,booking_mobil
p,salam
bisa paylater ga,pembayaran
cara order innova hari ini,booking_mobil
alamat di mana,lokasi_pool
cara nyicil spay,pembayaran
mbl pajero sisa apa,tanya_mobil
perlu deposit gmn,syarat_lepas_kunci
sarat kyc doang,syarat_lepas_kunci
stok yg ready,tanya_mobil
dokumen buat npwp apa aja,syarat_lepas_kunci
include supir ga?,pakai_supir
gw rental brio buat besok,booking_mobil
koleksi brio ready ga,tanya_mobil
tarif avanza murah ga,tanya_harga
perlu npwp apa,syarat_lepas_kunci
ganti tgl dmn,pembatalan
dokumen buat jaminan min,syarat_lepas_kunci
min mau booking mbl weekend,booking_mobil
sama supir bisa?,pakai_supir
butuh kk ga,syarat_lepas_kunci
pake sopir brp?,pakai_supir
admin woy,salam
sewa expander ntar,booking_mobil
wajib lepas kunci gmn,syarat_lepas_kunci
mobil brio ready ga,tanya_mobil
saya sewa mobil hari ini,booking_mobil
sarat verif apa,syarat_lepas_kunci
perlu jaminan ribet ga,syarat_lepas_kunci
min transfer di akhir ga?,pembayaran
bisa pesan brio ntar,booking_mobil
bisa order expander buat besok,booking_mobil
syarat kyc ribet ga,syarat_lepas_kunci
harus deposit ga,syarat_lepas_kunci
wajib lepas kunci ga,syarat_lepas_kunci
harus deposit gmn,syarat_lepas_kunci
makasih,penutup
butuh npwp apa,syarat_lepas_kunci
mbl brio sisa apa,tanya_mobil
dokumen buat npwp gmn,syarat_lepas_kunci
koleksi pajero ready ga,tanya_mobil
wajib sim ga,syarat_lepas_kunci
pool nya dimana,lokasi_pool
batalin kena denda ga,pembatalan
include driver harganya gmn?,pakai_supir
ada jasa driver ada ga?,pakai_supir
bisa dp langsung min?,pembayaran
aku nyewa avanza tgl 10,booking_mobil
yg mahal camry brp,tanya_harga
dengan sopir harganya gmn?,pakai_supir
min mau nyewa mobil buat besok,booking_mobil
saya booking brio weekend,booking_mobil
pengen rental mobil,booking_mobil
kena camry brp,tanya_harga
wajib ktp apa aja,syarat_lepas_kunci
biaya alphard mahal ga,tanya_harga
min mau rental mbl weekend,booking_mobil
paling mahal mahal ga,tanya_harga
gw pesen mbl,booking_mobil
pricelist alphard listnya mana,tanya_harga
gmn tf pake dana,pembayaran
dengan driver ga?,pakai_supir
sarat ktp ga,syarat_lepas_kunci
aku pesan mbl tgl 10,booking_mobil
cara dapetin mobilnya gmn,booking_mobil
pricelist camry murah ga,tanya_harga
min mau rental mbl buat besok,booking_mobil
sarat verif doang,syarat_lepas_kunci
gimana tf ovo,pembayaran
bisa bayar ovo ga?,pembayaran
koleksi matic apa aja,tanya_mobil
stok apa aja,tanya_mobil
min dp spay min?,pembayaran
mbl agya sisa apa,tanya_mobil
paling mahal mbl mahal ga,tanya_harga
klo batal uang kembali g?,pembatalan
sore woy euy,salam
kalo nyicil di akhir?,pembayaran
kalo byr via qris ya,pembayaran
hai mbak mas,salam
gmn dp langsung?,pembayaran
sama driver harganya gmn?,pakai_supir
syarat npwp gmn,syarat_lepas_kunci
paling murah alphard brp,tanya_harga
saya order kendaraan buat besok,booking_mobil
batalin uang kembali ga,pembatalan
aku order mobil buat besok,booking_mobil
min tf pake dana,pembayaran
pilihan agya sisa apa,tanya_mobil
aku sewa expander tgl 10,booking_mobil
cara order brio hari ini,booking_mobil
tf pake mandiri bisa?,pembayaran
bisa nyicil pake bca,pembayaran
pilihan matic apa aja,tanya_mobil
pagi assalamualaikum sore,salam
min mau sewa expander buat besok,booking_mobil
sewa avanza murah ga,tanya_harga
biaya berapa,tanya_harga
bisa pembayaran ovo ya,pembayaran
cara byr di akhir,pembayaran
ada driver ga min,pakai_supir
hrg camry brp ya?,tanya_harga
harga avanza buat besok brp,tanya_harga
sewa xpander brp sehari,tanya_harga
yg mahal avanza brp,tanya_harga
okedeh min makasi,penutup
mobil xpander apa aja,tanya_mobil
bot hai nih,salam
sore ping euy,salam
pagi min,salam
ada jasa supir harganya gmn?,pakai_supir
mbak dong,salam
aku pesen brio,booking_mobil
koleksi expander sisa apa,tanya_mobil
tarif avanza gmn,tanya_harga
paling mahal camry murah ga,tanya_harga
mbl innova sisa apa,tanya_mobil
booking brio tgl 10,booking_mobil
paling murah avanza buat besok brp,tanya_harga
dokumen buat kyc min,syarat_lepas_kunci
mau nyewa avanza tgl 10,booking_mobil
ada innova reborn ga,tanya_mobil
gimana cara pesennya min?,booking_mobil
kena gmn,tanya_harga
yg murah alphard gmn,tanya_harga
min mau pesen xpander weekend,booking_mobil
malam woy bot nih,salam
avanza veloz ada?,tanya_mobil
kalo byr pake cash min?,pembayaran
bs dianter ke rumah ga mbl nya,lokasi_pool
kalo transfer mbanking min?,pembayaran
yg murah camry gmn,tanya_harga
bisa tf cc?,pembayaran
sore mas bot?,salam
cara nyewa avanza tgl 10,booking_mobil
assalamualaikum euy,salam
refund orderan,pembatalan
yg murah mbl gmn,tanya_harga
perlu npwp gmn,syarat_lepas_kunci
cancel uang kembali ga,pembatalan
mbl expander ready ga,tanya_mobil
pesen brio tgl 10,booking_mobil
oke bang,penutup
cara tf via qris ya,pembayaran
kak malam,salam
gmn byr pake dana?,pembayaran
kalo include supir dmn pesennya,pakai_supir
syarat jd member rodago apa,syarat_lepas_kunci
mbl innova ready ga,tanya_mobil
min nyicil langsung,pembayaran
bro sore nih,salam
min mau booking brio hari ini,booking_mobil
pilihan matic ada ga,tanya_mobil
yg murah brio mahal ga,tanya_harga
pengen sewa avanza weekend,booking_mobil
sarat jaminan ga,syarat_lepas_kunci
kena alphard mahal ga,tanya_harga
paling mahal brio perhari brp,tanya_harga
syarat lepas kunci min,syarat_lepas_kunci
mbl manual yg ready,tanya_mobil
harganya brio gmn,tanya_harga
cara cancel orderan min,pembatalan
bayarnya transfer kemana,pembayaran
min byr cc min?,pembayaran
bisa nyewa innova buat besok,booking_mobil
butuh verif apa,syarat_lepas_kunci
stok matic yg ready,tanya_mobil
paham bos,penutup
harus deposit apa,syarat_lepas_kunci
mau pake brio buat lusa,booking_mobil
wajib lepas kunci doang,syarat_lepas_kunci
cara nyicil via qris ga?,pembayaran
min mau sewa expander ntar,booking_mobil
butuh ktp doang,syarat_lepas_kunci
min byr pake dana?,pembayaran
siang,salam
p pagi,salam
halo mbak bro!,salam
saya pesen expander,booking_mobil
ping p,salam
harus jaminan ga,syarat_lepas_kunci
dokumen yg harus dibawa apa aja,syarat_lepas_kunci
min byr pake dana min?,pembayaran
pesen brio buat tgl 10 bs?,booking_mobil
pengen booking mbl weekend,booking_mobil
stok avanza sisa apa,tanya_mobil
paling murah camry perhari brp,tanya_harga
stok pajero sisa apa,tanya_mobil
cara tf spay,pembayaran
dokumen buat sim ga,syarat_lepas_kunci
mobil yg ready,tanya_mobil
min mau order xpander buat besok,booking_mobil
kantor dmn,lokasi_pool
pesan xpander hari ini,booking_mobil
cara bayar mbanking,pembayaran
mbl nya bau rokok g,tanya_mobil
mantap,penutup
min transfer pake cash min?,pembayaran
saya sewa innova tgl 10,booking_mobil
koleksi xpander apa aja,tanya_mobil
plus sopir ada ga?,pakai_supir
gw booking brio hari ini,booking_mobil
yg murah mbl mahal ga,tanya_harga
mau pesan mbl hari ini,booking_mobil
koleksi manual apa aja,tanya_mobil
kalo tf pake cash ya,pembayaran
kalo tf mbanking,pembayaran
halo pagi kak,salam
mau ngerental mobil min,booking_mobil
harus verif doang,syarat_lepas_kunci
mau nyewa avanza buat besok,booking_mobil
kena mobil buat besok brp,tanya_harga
pagi euy,salam
cara tf ovo ya,pembayaran
biaya avanza listnya mana,tanya_harga
mas assalamualaikum sore euy,salam
tf pake dana,pembayaran
sarat ktp apa,syarat_lepas_kunci
koleksi brio yg ready,tanya_mobil
kak assalamualaikum euy,salam
kalo dp cc,pembayaran
dokumen buat lepas kunci ga,syarat_lepas_kunci
pake driver bisa?,pakai_supir
harganya include bensin ga,tanya_harga
butuh sopir ada ga?,pakai_supir
kalo dp pake dana,pembayaran
paling mahal mobil berapa,tanya_harga
perlu deposit ga,syarat_lepas_kunci
mau booking hr ini,booking_mobil
pilihan pajero ada ga,tanya_mobil
p hai bro,salam
dokumen buat deposit min,syarat_lepas_kunci
mau sewa mbl tgl 10,booking_mobil
bayarnya ribet gaa,pembayaran
butuh driver harganya gmn?,pakai_supir
paling murah camry buat besok brp,tanya_harga
batal pesenan,pembatalan
pricelist alphard mahal ga,tanya_harga
harganya alphard brp,tanya_harga
dokumen buat verif ribet ga,syarat_lepas_kunci
kalo byr cc?,pembayaran
wajib ktp doang,syarat_lepas_kunci
harga alphard berapa,tanya_harga
text,intent
apakah bisa membatalkan pesanan setelah membayar,pembatalan
cara cancel orderan yang sudah dibayar,pembatalan
kalau sudah bayar apa bisa dibatalkan,pembatalan
refund dana setelah pembayaran karena batal sewa,pembatalan
batal sewa mobil padahal udah ditransfer uangnya,pembatalan
